"Time","MAG2"
01-01-2012 01:00:00,-74.755
01-01-2013 01:00:00,-72.512
01-01-2014 01:00:00,-73.485
01-01-2015 01:00:00,-72.286
01-01-2016 01:00:00,-83.579

