"Time","MAN7"
07-04-2011 13:00:00,-16.846
01-01-2012 01:00:00,-49.954
01-01-2013 01:00:00,-50.056
01-01-2014 01:00:00,-39.250
01-07-2015 02:00:00,-21.165
01-01-2016 01:00:00,-26.296
01-01-2017 01:00:00,-24.107
01-01-2018 01:00:00,-31.575
01-01-2019 01:00:00,-41.781
01-01-2020 01:00:00,-48.180

