"Time","A9"
08-09-2011 16:30:00,-0.524
01-01-2012 01:00:00,-0.526
01-01-2013 01:00:00,-0.378
01-01-2014 01:00:00,-0.254
01-01-2015 01:00:00,-0.190
01-01-2016 01:00:00,-0.141
01-01-2017 01:00:00,-0.194
01-01-2018 01:00:00,-4.588
01-01-2019 01:00:00,-4.768
01-01-2020 01:00:00,-4.562

