"Time","B1"
22-03-2011 12:00:00,-0.480
01-01-2012 01:00:00,-0.994
01-01-2013 01:00:00,-0.359
01-01-2014 01:00:00,-0.316
01-01-2015 01:00:00,-0.335
01-01-2016 01:00:00,-0.428
01-01-2017 01:00:00,-0.537
01-01-2018 01:00:00,-4.451
01-01-2019 01:00:00,-3.864
01-01-2020 01:00:00,-3.344

