"Time","A5"
08-09-2011 16:30:00,-0.791
01-01-2012 01:00:00,-0.786
01-01-2013 01:00:00,-0.669
01-01-2014 01:00:00,-0.532
01-01-2015 01:00:00,-0.476
01-01-2016 01:00:00,-0.358
01-01-2017 01:00:00,-0.392

