"Time","A10"
08-09-2011 16:30:00,-0.452
01-01-2012 01:00:00,-0.461
01-01-2013 01:00:00,-0.335
01-01-2014 01:00:00,-0.210
01-01-2015 01:00:00,-0.133
01-01-2016 01:00:00,-0.089
01-01-2017 01:00:00,-0.081

